siren;denominationUsuelleEtablissement;anneeEffectifsEtablissement;trancheEffectifsEtablissement_texte;trancheEffectifsEtablissement
323391367;;2017.0;1 000 à 1 999 salariés;42.0
323438028;;2017.0;500 à 999 salariés;41.0
323438515;;2017.0;500 à 999 salariés;41.0
323532267;;2017.0;1 000 à 1 999 salariés;42.0
323636837;;2017.0;1 000 à 1 999 salariés;42.0
323650945;;2017.0;500 à 999 salariés;41.0
323686691;;2017.0;500 à 999 salariés;41.0
323690271;;2017.0;1 000 à 1 999 salariés;42.0
323722165;;2017.0;1 000 à 1 999 salariés;42.0
323768283;;2017.0;500 à 999 salariés;41.0
323841353;;2017.0;2 000 à 4 999 salariés;51.0
323914143;;2017.0;1 000 à 1 999 salariés;42.0
323932236;;2017.0;500 à 999 salariés;41.0
324095884;;2017.0;1 000 à 1 999 salariés;42.0
324103829;;2017.0;500 à 999 salariés;41.0
324286319;;2017.0;500 à 999 salariés;41.0
325002111;;2017.0;500 à 999 salariés;41.0
325307106;;2017.0;1 000 à 1 999 salariés;42.0
325520898;MOBALPA - TIPI - DELPHA - AXESS - MISE EN SCENE - PERENE - DOMACTIS - DELPHY;2017.0;500 à 999 salariés;41.0
325685139;;2017.0;500 à 999 salariés;41.0
325720720;;2017.0;1 000 à 1 999 salariés;42.0
325793826;;2017.0;500 à 999 salariés;41.0
325820751;SALOMON;2017.0;500 à 999 salariés;41.0
325821072;NTN-SNR;2017.0;1 000 à 1 999 salariés;42.0
325821072;;2017.0;500 à 999 salariés;41.0
325932994;;2017.0;500 à 999 salariés;41.0
326094471;;2017.0;2 000 à 4 999 salariés;51.0
326094471;;2017.0;500 à 999 salariés;41.0
326180544;;2017.0;500 à 999 salariés;41.0
326300159;;2017.0;1 000 à 1 999 salariés;42.0
326784709;;2017.0;500 à 999 salariés;41.0
326784709;;2017.0;500 à 999 salariés;41.0
326820065;;2017.0;1 000 à 1 999 salariés;42.0
326820065;;2017.0;2 000 à 4 999 salariés;51.0
326820065;;2017.0;500 à 999 salariés;41.0
326820065;;2017.0;500 à 999 salariés;41.0
326820065;;2017.0;1 000 à 1 999 salariés;42.0
326820065;;2017.0;1 000 à 1 999 salariés;42.0
326930062;;2017.0;500 à 999 salariés;41.0
327155099;;2017.0;500 à 999 salariés;41.0
327733184;;2017.0;1 000 à 1 999 salariés;42.0
327733432;ISAGRI AGIRIS TERRE-NET SO'NEO;2017.0;500 à 999 salariés;41.0
327917118;OCTOPUS SECURITE;2017.0;1 000 à 1 999 salariés;42.0
327948907;;2017.0;500 à 999 salariés;41.0
327991774;;2017.0;500 à 999 salariés;41.0
328031042;;2017.0;500 à 999 salariés;41.0
328427075;;2017.0;500 à 999 salariés;41.0
328427075;;2017.0;500 à 999 salariés;41.0
328621586;;2017.0;1 000 à 1 999 salariés;42.0
328899042;;2017.0;1 000 à 1 999 salariés;42.0
328931613;;2017.0;500 à 999 salariés;41.0
329035422;;2017.0;500 à 999 salariés;41.0
329211734;;2017.0;500 à 999 salariés;41.0
329426340;;2017.0;500 à 999 salariés;41.0
329450738;NATIXIS AM - NATIXIS GLOBAL AM - NATIXIS GLOBAL ASSET MANAGEMENT -;2017.0;500 à 999 salariés;41.0
330139403;;2017.0;500 à 999 salariés;41.0
330565334;;2017.0;500 à 999 salariés;41.0
330715368;;2017.0;500 à 999 salariés;41.0
330730771;BAREP;2017.0;500 à 999 salariés;41.0
331089474;;2017.0;500 à 999 salariés;41.0
331310870;;2017.0;500 à 999 salariés;41.0
331312108;;2017.0;500 à 999 salariés;41.0
331312108;;2017.0;500 à 999 salariés;41.0
331377036;BOARDRIDERS GROUP;2017.0;500 à 999 salariés;41.0
331596270;;2017.0;500 à 999 salariés;41.0
331620096;DILLINGER FRANCE;2017.0;500 à 999 salariés;41.0
331930081;;2017.0;500 à 999 salariés;41.0
332875913;;2017.0;500 à 999 salariés;41.0
333352524;;2017.0;500 à 999 salariés;41.0
333491066;;2017.0;500 à 999 salariés;41.0
334171113;;2017.0;500 à 999 salariés;41.0
334240033;;2017.0;500 à 999 salariés;41.0
334736147;;2017.0;500 à 999 salariés;41.0
334835709;;2017.0;500 à 999 salariés;41.0
335092318;;2017.0;1 000 à 1 999 salariés;42.0
335146312;;2017.0;500 à 999 salariés;41.0
335278578;;2017.0;500 à 999 salariés;41.0
337180160;;2017.0;500 à 999 salariés;41.0
337545941;;2017.0;500 à 999 salariés;41.0
337621841;;2017.0;1 000 à 1 999 salariés;42.0
338112733;;2017.0;1 000 à 1 999 salariés;42.0
338154610;;2017.0;500 à 999 salariés;41.0
338246317;;2017.0;500 à 999 salariés;41.0
338246317;;2017.0;1 000 à 1 999 salariés;42.0
338460017;;2017.0;500 à 999 salariés;41.0
338481955;;2017.0;2 000 à 4 999 salariés;51.0
338481955;;2017.0;1 000 à 1 999 salariés;42.0
338695869;;2017.0;1 000 à 1 999 salariés;42.0
338723919;;2017.0;500 à 999 salariés;41.0
339012452;;2017.0;500 à 999 salariés;41.0
339105553;;2017.0;500 à 999 salariés;41.0
339196685;;2017.0;500 à 999 salariés;41.0
339447534;;2017.0;1 000 à 1 999 salariés;42.0
339488777;;2017.0;500 à 999 salariés;41.0
339718421;;2017.0;500 à 999 salariés;41.0
339718421;;2017.0;1 000 à 1 999 salariés;42.0
339718421;;2017.0;500 à 999 salariés;41.0
339718421;;2017.0;1 000 à 1 999 salariés;42.0
339750226;;2017.0;500 à 999 salariés;41.0
339766867;;2017.0;500 à 999 salariés;41.0
339812059;;2017.0;500 à 999 salariés;41.0
340035526;;2017.0;1 000 à 1 999 salariés;42.0
340234962;;2017.0;500 à 999 salariés;41.0
340373687;;2017.0;1 000 à 1 999 salariés;42.0
340427616;;2017.0;500 à 999 salariés;41.0
340641216;DERICHEBOURG ATIS AERONAUTIQUE;2017.0;1 000 à 1 999 salariés;42.0
340709534;;2017.0;500 à 999 salariés;41.0
340709534;;2017.0;500 à 999 salariés;41.0
341039105;;2017.0;500 à 999 salariés;41.0
341095735;;2017.0;500 à 999 salariés;41.0
341100592;;2017.0;500 à 999 salariés;41.0
341152395;;2017.0;2 000 à 4 999 salariés;51.0
341192227;;2017.0;500 à 999 salariés;41.0
341429488;;2017.0;500 à 999 salariés;41.0
341459386;;2017.0;1 000 à 1 999 salariés;42.0
341737062;;2017.0;1 000 à 1 999 salariés;42.0
341749349;MAHOLA HOTESSES;2017.0;500 à 999 salariés;41.0
341785632;;2017.0;1 000 à 1 999 salariés;42.0
342012390;;2017.0;500 à 999 salariés;41.0
342192150;;2017.0;500 à 999 salariés;41.0
342386232;;2017.0;500 à 999 salariés;41.0
342874617;;2017.0;1 000 à 1 999 salariés;42.0
343059564;;2017.0;2 000 à 4 999 salariés;51.0
343088134;;2017.0;1 000 à 1 999 salariés;42.0
343115135;GROUPAMA ASSURANCES MUTUELLES;2017.0;1 000 à 1 999 salariés;42.0
343207916;;2017.0;500 à 999 salariés;41.0
343262622;LIDL;2017.0;500 à 999 salariés;41.0
343286183;;2017.0;1 000 à 1 999 salariés;42.0
343321618;;2017.0;1 000 à 1 999 salariés;42.0
343485116;;2017.0;500 à 999 salariés;41.0
343688016;CCEP FRANCE;2017.0;1 000 à 1 999 salariés;42.0
343902136;;2017.0;1 000 à 1 999 salariés;42.0
343952859;;2017.0;500 à 999 salariés;41.0
343958138;;2017.0;500 à 999 salariés;41.0
344077672;;2017.0;500 à 999 salariés;41.0
344122262;;2017.0;500 à 999 salariés;41.0
344347232;;2017.0;500 à 999 salariés;41.0
344496252;;2017.0;2 000 à 4 999 salariés;51.0
344636477;GSF OCCITANIA;2017.0;500 à 999 salariés;41.0
344748041;MYMILLEIS;2017.0;500 à 999 salariés;41.0
344810825;PARIS HABITAT;2017.0;2 000 à 4 999 salariés;51.0
345006027;;2017.0;500 à 999 salariés;41.0
345130488;;2017.0;500 à 999 salariés;41.0
345155337;;2017.0;500 à 999 salariés;41.0
345197552;;2017.0;2 000 à 4 999 salariés;51.0
347384570;;2017.0;500 à 999 salariés;41.0
347490070;;2017.0;500 à 999 salariés;41.0
347555559;;2017.0;500 à 999 salariés;41.0
347570350;;2017.0;500 à 999 salariés;41.0
347662454;;2017.0;1 000 à 1 999 salariés;42.0
347902587;;2017.0;1 000 à 1 999 salariés;42.0
347939415;;2017.0;500 à 999 salariés;41.0
348006446;;2017.0;1 000 à 1 999 salariés;42.0
348607417;;2017.0;5 000 à 9 999 salariés;52.0
349069047;;2017.0;500 à 999 salariés;41.0
349166561;;2017.0;500 à 999 salariés;41.0
349357343;;2017.0;1 000 à 1 999 salariés;42.0
349505370;;2017.0;2 000 à 4 999 salariés;51.0
349505370;;2017.0;2 000 à 4 999 salariés;51.0
349942458;;2017.0;1 000 à 1 999 salariés;42.0
349974931;;2017.0;500 à 999 salariés;41.0
350050589;;2017.0;500 à 999 salariés;41.0
350665022;;2017.0;500 à 999 salariés;41.0
350693586;;2017.0;1 000 à 1 999 salariés;42.0
350834297;CONCENTRIX FRANCE;2017.0;500 à 999 salariés;41.0
351005582;;2017.0;2 000 à 4 999 salariés;51.0
351111166;;2017.0;500 à 999 salariés;41.0
351140231;;2017.0;500 à 999 salariés;41.0
351151196;;2017.0;500 à 999 salariés;41.0
351347232;;2017.0;500 à 999 salariés;41.0
351359021;;2017.0;500 à 999 salariés;41.0
351528229;;2017.0;1 000 à 1 999 salariés;42.0
351630371;;2017.0;1 000 à 1 999 salariés;42.0
351804042;DEXIA;2017.0;500 à 999 salariés;41.0
351825419;;2017.0;500 à 999 salariés;41.0
351867692;;2017.0;500 à 999 salariés;41.0
352033914;;2017.0;500 à 999 salariés;41.0
352050512;SAFRAN NACELLES;2017.0;1 000 à 1 999 salariés;42.0
352170013;;2017.0;1 000 à 1 999 salariés;42.0
352256424;;2017.0;500 à 999 salariés;41.0
352383715;;2017.0;5 000 à 9 999 salariés;52.0
352529499;;2017.0;500 à 999 salariés;41.0
352649339;;2017.0;500 à 999 salariés;41.0
352876197;;2017.0;500 à 999 salariés;41.0
352876197;;2017.0;500 à 999 salariés;41.0
352905707;;2017.0;500 à 999 salariés;41.0
352905707;;2017.0;1 000 à 1 999 salariés;42.0
353150261;MODIS;2017.0;500 à 999 salariés;41.0
353296445;;2017.0;500 à 999 salariés;41.0
353513450;;2017.0;500 à 999 salariés;41.0
353522204;;2017.0;1 000 à 1 999 salariés;42.0
353534506;;2017.0;500 à 999 salariés;41.0
353735657;;2017.0;500 à 999 salariés;41.0
353786841;;2017.0;500 à 999 salariés;41.0
353861909;;2017.0;500 à 999 salariés;41.0
353944093;;2017.0;500 à 999 salariés;41.0
356000000;;2017.0;1 000 à 1 999 salariés;42.0
356000000;;2017.0;1 000 à 1 999 salariés;42.0
356000000;;2017.0;1 000 à 1 999 salariés;42.0
356000000;;2017.0;500 à 999 salariés;41.0
356000000;;2017.0;1 000 à 1 999 salariés;42.0
356000000;;2017.0;500 à 999 salariés;41.0
356000000;;2017.0;500 à 999 salariés;41.0
356000000;;2017.0;500 à 999 salariés;41.0
356000000;;2017.0;500 à 999 salariés;41.0
356000000;;2017.0;500 à 999 salariés;41.0
356000000;;2017.0;500 à 999 salariés;41.0
356000000;;2017.0;500 à 999 salariés;41.0
356000000;;2017.0;2 000 à 4 999 salariés;51.0
356000000;;2017.0;1 000 à 1 999 salariés;42.0
356000000;;2017.0;1 000 à 1 999 salariés;42.0
356000000;;2017.0;500 à 999 salariés;41.0
356000000;;2017.0;500 à 999 salariés;41.0
356000000;;2017.0;500 à 999 salariés;41.0
356000000;;2017.0;500 à 999 salariés;41.0
356000000;;2017.0;500 à 999 salariés;41.0
356000000;;2017.0;500 à 999 salariés;41.0
356000000;;2017.0;500 à 999 salariés;41.0
356000000;;2017.0;500 à 999 salariés;41.0
356000000;;2017.0;500 à 999 salariés;41.0
356500595;;2017.0;500 à 999 salariés;41.0
356801571;;2017.0;500 à 999 salariés;41.0
357200054;;2017.0;2 000 à 4 999 salariés;51.0
358802296;;2017.0;500 à 999 salariés;41.0
361200389;;2017.0;500 à 999 salariés;41.0
367500931;;2017.0;500 à 999 salariés;41.0
372800227;;2017.0;500 à 999 salariés;41.0
376080487;;2017.0;500 à 999 salariés;41.0
377550249;HAPSIS;2017.0;1 000 à 1 999 salariés;42.0
377679840;;2017.0;500 à 999 salariés;41.0
377714654;;2017.0;1 000 à 1 999 salariés;42.0
377768601;;2017.0;500 à 999 salariés;41.0
378016893;;2017.0;500 à 999 salariés;41.0
378040497;;2017.0;500 à 999 salariés;41.0
378072144;;2017.0;500 à 999 salariés;41.0
378168470;;2017.0;1 000 à 1 999 salariés;42.0
378168470;;2017.0;2 000 à 4 999 salariés;51.0
378442982;;2017.0;500 à 999 salariés;41.0
378570261;;2017.0;1 000 à 1 999 salariés;42.0
378901946;;2017.0;1 000 à 1 999 salariés;42.0
378928808;;2017.0;500 à 999 salariés;41.0
379155369;;2017.0;500 à 999 salariés;41.0
379639867;;2017.0;500 à 999 salariés;41.0
379642481;;2017.0;500 à 999 salariés;41.0
379706344;;2017.0;500 à 999 salariés;41.0
379706344;;2017.0;500 à 999 salariés;41.0
379821994;;2017.0;1 000 à 1 999 salariés;42.0
379834906;;2017.0;500 à 999 salariés;41.0
379906753;;2017.0;500 à 999 salariés;41.0
379914237;;2017.0;1 000 à 1 999 salariés;42.0
380089664;;2017.0;500 à 999 salariés;41.0
380110304;;2017.0;1 000 à 1 999 salariés;42.0
380129866;;2017.0;1 000 à 1 999 salariés;42.0
380129866;;2017.0;500 à 999 salariés;41.0
380129866;;2017.0;500 à 999 salariés;41.0
380129866;;2017.0;500 à 999 salariés;41.0
380129866;;2017.0;1 000 à 1 999 salariés;42.0
380129866;;2017.0;500 à 999 salariés;41.0
380129866;;2017.0;500 à 999 salariés;41.0
380129866;;2017.0;500 à 999 salariés;41.0
380129866;;2017.0;500 à 999 salariés;41.0
380129866;;2017.0;500 à 999 salariés;41.0
380129866;;2017.0;500 à 999 salariés;41.0
380129866;;2017.0;500 à 999 salariés;41.0
380129866;;2017.0;500 à 999 salariés;41.0
380129866;;2017.0;500 à 999 salariés;41.0
380129866;;2017.0;2 000 à 4 999 salariés;51.0
380129866;;2017.0;1 000 à 1 999 salariés;42.0
380129866;;2017.0;500 à 999 salariés;41.0
380129866;;2017.0;1 000 à 1 999 salariés;42.0
380129866;;2017.0;500 à 999 salariés;41.0
380160952;;2017.0;500 à 999 salariés;41.0
380342808;;2017.0;1 000 à 1 999 salariés;42.0
380342808;;2017.0;1 000 à 1 999 salariés;42.0
380347591;;2017.0;500 à 999 salariés;41.0
380386854;;2017.0;500 à 999 salariés;41.0
380484766;;2017.0;500 à 999 salariés;41.0
380932590;;2017.0;1 000 à 1 999 salariés;42.0
380992255;;2017.0;500 à 999 salariés;41.0
381016534;;2017.0;500 à 999 salariés;41.0
381031285;;2017.0;1 000 à 1 999 salariés;42.0
381043686;;2017.0;500 à 999 salariés;41.0
381162197;;2017.0;500 à 999 salariés;41.0
381345941;;2017.0;500 à 999 salariés;41.0
381511039;;2017.0;500 à 999 salariés;41.0
381762038;;2017.0;500 à 999 salariés;41.0
381976448;;2017.0;1 000 à 1 999 salariés;42.0
381983568;SEEQUALIS;2017.0;1 000 à 1 999 salariés;42.0
381984921;;2017.0;500 à 999 salariés;41.0
382017143;;2017.0;500 à 999 salariés;41.0
382204519;;2017.0;500 à 999 salariés;41.0
382241669;ISIS MCTSP GROUP;2017.0;500 à 999 salariés;41.0
382279974;;2017.0;500 à 999 salariés;41.0
382403632;;2017.0;500 à 999 salariés;41.0
382587558;;2017.0;1 000 à 1 999 salariés;42.0
382597821;;2017.0;500 à 999 salariés;41.0
382814150;;2017.0;500 à 999 salariés;41.0
382865624;;2017.0;500 à 999 salariés;41.0
382900942;;2017.0;1 000 à 1 999 salariés;42.0
383000692;CAISSE D'EPARGNE PICARDIE;2017.0;1 000 à 1 999 salariés;42.0
383300597;;2017.0;500 à 999 salariés;41.0
383354594;;2017.0;500 à 999 salariés;41.0
383439056;;2017.0;500 à 999 salariés;41.0
383470937;;2017.0;1 000 à 1 999 salariés;42.0
383470937;;2017.0;1 000 à 1 999 salariés;42.0
383470937;;2017.0;2 000 à 4 999 salariés;51.0
383474814;;2017.0;5 000 à 9 999 salariés;52.0
383474889;FSP;2017.0;500 à 999 salariés;41.0
383475092;;2017.0;1 000 à 1 999 salariés;42.0
383475092;;2017.0;1 000 à 1 999 salariés;42.0
383537784;;2017.0;500 à 999 salariés;41.0
383610623;S.P.C.;2017.0;500 à 999 salariés;41.0
383703873;;2017.0;500 à 999 salariés;41.0
383703873;;2017.0;500 à 999 salariés;41.0
383844693;;2017.0;500 à 999 salariés;41.0
383872892;;2017.0;500 à 999 salariés;41.0
383960135;;2017.0;500 à 999 salariés;41.0
383986874;;2017.0;1 000 à 1 999 salariés;42.0
384006029;;2017.0;500 à 999 salariés;41.0
384030680;;2017.0;500 à 999 salariés;41.0
384137857;SIGVARIS;2017.0;500 à 999 salariés;41.0
384343620;;2017.0;1 000 à 1 999 salariés;42.0
384343620;;2017.0;500 à 999 salariés;41.0
384493284;;2017.0;500 à 999 salariés;41.0
384560942;;2017.0;1 000 à 1 999 salariés;42.0
384627170;;2017.0;500 à 999 salariés;41.0
384711909;;2017.0;500 à 999 salariés;41.0
384899399;;2017.0;1 000 à 1 999 salariés;42.0
385171582;;2017.0;500 à 999 salariés;41.0
385290309;;2017.0;500 à 999 salariés;41.0
385365713;;2017.0;500 à 999 salariés;41.0
385365713;;2017.0;2 000 à 4 999 salariés;51.0
387944259;;2017.0;500 à 999 salariés;41.0
387944796;;2017.0;500 à 999 salariés;41.0
387949530;;2017.0;1 000 à 1 999 salariés;42.0
388698201;;2017.0;500 à 999 salariés;41.0
388734568;;2017.0;500 à 999 salariés;41.0
388818726;;2017.0;500 à 999 salariés;41.0
388866212;;2017.0;500 à 999 salariés;41.0
389191800;;2017.0;1 000 à 1 999 salariés;42.0
389191982;;2017.0;500 à 999 salariés;41.0
389191982;;2017.0;1 000 à 1 999 salariés;42.0
389191982;;2017.0;500 à 999 salariés;41.0
389191982;;2017.0;1 000 à 1 999 salariés;42.0
389191982;;2017.0;1 000 à 1 999 salariés;42.0
389191982;;2017.0;500 à 999 salariés;41.0
389191982;;2017.0;500 à 999 salariés;41.0
389191982;;2017.0;500 à 999 salariés;41.0
389192030;;2017.0;500 à 999 salariés;41.0
389272295;;2017.0;500 à 999 salariés;41.0
389290586;;2017.0;500 à 999 salariés;41.0
389297664;;2017.0;500 à 999 salariés;41.0
389470303;;2017.0;500 à 999 salariés;41.0
389534256;;2017.0;500 à 999 salariés;41.0
389613365;;2017.0;500 à 999 salariés;41.0
389652553;;2017.0;500 à 999 salariés;41.0
390282648;SERMETA;2017.0;500 à 999 salariés;41.0
390426450;;2017.0;1 000 à 1 999 salariés;42.0
390555076;;2017.0;1 000 à 1 999 salariés;42.0
391007457;;2017.0;500 à 999 salariés;41.0
391101581;;2017.0;500 à 999 salariés;41.0
391125796;;2017.0;2 000 à 4 999 salariés;51.0
391182805;;2017.0;500 à 999 salariés;41.0
391504693;;2017.0;1 000 à 1 999 salariés;42.0
391543576;;2017.0;500 à 999 salariés;41.0
391548955;;2017.0;1 000 à 1 999 salariés;42.0
391637865;;2017.0;2 000 à 4 999 salariés;51.0
391637865;;2017.0;500 à 999 salariés;41.0
391716123;;2017.0;500 à 999 salariés;41.0
392860243;;2017.0;500 à 999 salariés;41.0
392901856;;2017.0;500 à 999 salariés;41.0
393135298;;2017.0;500 à 999 salariés;41.0
393162433;;2017.0;500 à 999 salariés;41.0
393162433;;2017.0;1 000 à 1 999 salariés;42.0
393291042;;2017.0;500 à 999 salariés;41.0
393341516;EADS ASTRIUM;2017.0;2 000 à 4 999 salariés;51.0
393341516;;2017.0;500 à 999 salariés;41.0
393341516;;2017.0;500 à 999 salariés;41.0
393341540;;2017.0;500 à 999 salariés;41.0
393361134;;2017.0;500 à 999 salariés;41.0
393365135;TICKET RESTAURANT - ACCENTIV';2017.0;500 à 999 salariés;41.0
393379870;;2017.0;1 000 à 1 999 salariés;42.0
394026934;PROSERVIA;2017.0;1 000 à 1 999 salariés;42.0
394094130;;2017.0;500 à 999 salariés;41.0
394157085;;2017.0;1 000 à 1 999 salariés;42.0
394164966;;2017.0;500 à 999 salariés;41.0
394671820;;2017.0;500 à 999 salariés;41.0
394895833;;2017.0;500 à 999 salariés;41.0
395001852;;2017.0;500 à 999 salariés;41.0
395780059;;2017.0;500 à 999 salariés;41.0
397471822;DISNEYLAND PARIS;2017.0;5 000 à 9 999 salariés;52.0
397480930;;2017.0;2 000 à 4 999 salariés;51.0
398110445;;2017.0;500 à 999 salariés;41.0
398219626;;2017.0;500 à 999 salariés;41.0
398796383;;2017.0;500 à 999 salariés;41.0
398824714;;2017.0;500 à 999 salariés;41.0
398824714;;2017.0;1 000 à 1 999 salariés;42.0
398972901;;2017.0;1 000 à 1 999 salariés;42.0
399227354;;2017.0;500 à 999 salariés;41.0
399315613;;2017.0;500 à 999 salariés;41.0
399354810;;2017.0;1 000 à 1 999 salariés;42.0
399394204;;2017.0;500 à 999 salariés;41.0
399395581;;2017.0;2 000 à 4 999 salariés;51.0
399780097;;2017.0;500 à 999 salariés;41.0
399780097;;2017.0;500 à 999 salariés;41.0
399898345;;2017.0;500 à 999 salariés;41.0
399933159;;2017.0;500 à 999 salariés;41.0
399973825;;2017.0;1 000 à 1 999 salariés;42.0
399973825;;2017.0;500 à 999 salariés;41.0
399973825;;2017.0;500 à 999 salariés;41.0
400357885;;2017.0;1 000 à 1 999 salariés;42.0
400555884;CAPITAL SECURITE;2017.0;500 à 999 salariés;41.0
400752028;;2017.0;500 à 999 salariés;41.0
400868188;;2017.0;500 à 999 salariés;41.0
400868188;;2017.0;500 à 999 salariés;41.0
400892105;;2017.0;500 à 999 salariés;41.0
401722012;;2017.0;500 à 999 salariés;41.0
401772710;ITIREMIA;2017.0;500 à 999 salariés;41.0
401858659;;2017.0;500 à 999 salariés;41.0
401948245;;2017.0;1 000 à 1 999 salariés;42.0
401972476;;2017.0;500 à 999 salariés;41.0
402121958;;2017.0;1 000 à 1 999 salariés;42.0
402121958;CRAM SUD RHONE ALPES;2017.0;500 à 999 salariés;41.0
402171656;;2017.0;500 à 999 salariés;41.0
402202386;;2017.0;500 à 999 salariés;41.0
402222483;;2017.0;500 à 999 salariés;41.0
402293450;;2017.0;500 à 999 salariés;41.0
402850226;;2017.0;500 à 999 salariés;41.0
402928766;;2017.0;500 à 999 salariés;41.0
402965297;;2017.0;500 à 999 salariés;41.0
402968655;;2017.0;1 000 à 1 999 salariés;42.0
403080823;;2017.0;500 à 999 salariés;41.0
403119431;;2017.0;500 à 999 salariés;41.0
403147903;GCS - EA GCS - EUROP ASSISTANCE GCS;2017.0;500 à 999 salariés;41.0
403149685;;2017.0;500 à 999 salariés;41.0
403201767;;2017.0;500 à 999 salariés;41.0
403210032;;2017.0;500 à 999 salariés;41.0
403256944;;2017.0;500 à 999 salariés;41.0
403259534;;2017.0;1 000 à 1 999 salariés;42.0
403335904;;2017.0;2 000 à 4 999 salariés;51.0
403335938;;2017.0;1 000 à 1 999 salariés;42.0
403335938;;2017.0;500 à 999 salariés;41.0
403335938;;2017.0;1 000 à 1 999 salariés;42.0
404162323;;2017.0;500 à 999 salariés;41.0
404191447;;2017.0;1 000 à 1 999 salariés;42.0
404271470;;2017.0;1 000 à 1 999 salariés;42.0
404271470;;2017.0;1 000 à 1 999 salariés;42.0
404432775;;2017.0;500 à 999 salariés;41.0
404536922;;2017.0;500 à 999 salariés;41.0
404907941;;2017.0;500 à 999 salariés;41.0
407794551;;2017.0;500 à 999 salariés;41.0
407985308;;2017.0;1 000 à 1 999 salariés;42.0
407986074;;2017.0;500 à 999 salariés;41.0
407997162;;2017.0;2 000 à 4 999 salariés;51.0
408023398;;2017.0;500 à 999 salariés;41.0
408024719;;2017.0;1 000 à 1 999 salariés;42.0
408127553;;2017.0;500 à 999 salariés;41.0
408457299;;2017.0;2 000 à 4 999 salariés;51.0
409709342;;2017.0;500 à 999 salariés;41.0
409887395;;2017.0;500 à 999 salariés;41.0
410034607;;2017.0;500 à 999 salariés;41.0
410065361;;2017.0;500 à 999 salariés;41.0
410077200;;2017.0;500 à 999 salariés;41.0
410118608;;2017.0;500 à 999 salariés;41.0
410218010;;2017.0;500 à 999 salariés;41.0
410349070;;2017.0;1 000 à 1 999 salariés;42.0
410352777;;2017.0;1 000 à 1 999 salariés;42.0
410355028;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;AUCHAN FRANCE;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;2 000 à 4 999 salariés;51.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410409460;;2017.0;500 à 999 salariés;41.0
410436158;;2017.0;1 000 à 1 999 salariés;42.0
410545313;;2017.0;500 à 999 salariés;41.0
411127087;;2017.0;500 à 999 salariés;41.0
411198880;SOFIDEL FRANCE ETABLISSEMENT DE FROUARD;2017.0;500 à 999 salariés;41.0
411381346;;2017.0;1 000 à 1 999 salariés;42.0
412280737;;2017.0;500 à 999 salariés;41.0
412280737;;2017.0;500 à 999 salariés;41.0
412280737;;2017.0;1 000 à 1 999 salariés;42.0
412280737;;2017.0;500 à 999 salariés;41.0
412280737;;2017.0;1 000 à 1 999 salariés;42.0
412280737;;2017.0;500 à 999 salariés;41.0
412280737;;2017.0;500 à 999 salariés;41.0
412479347;;2017.0;500 à 999 salariés;41.0
413156795;;2017.0;500 à 999 salariés;41.0
414030064;;2017.0;500 à 999 salariés;41.0
414496315;SONDAGE ET OPINION - ETUDES DE MARCHE - TNS-GLOBAL - TNS-SOFRES;2017.0;500 à 999 salariés;41.0
414572248;"CHAPKA; CHAPKA ASSURANCES";2017.0;500 à 999 salariés;41.0
414702506;;2017.0;500 à 999 salariés;41.0
414725101;;2017.0;2 000 à 4 999 salariés;51.0
414725101;;2017.0;2 000 à 4 999 salariés;51.0
414728337;;2017.0;1 000 à 1 999 salariés;42.0
414814798;;2017.0;500 à 999 salariés;41.0
414815217;;2017.0;1 000 à 1 999 salariés;42.0
